filepath,filename,category,subtype,sample_rate,duration,status
real_voice_fake_bg_wf_2s\bg_dominant\0470__LJ016-0332__X__fake_bg_0610_tmFOdVphjxNKo53qPe69.wav,0470__LJ016-0332__X__fake_bg_0610_tmFOdVphjxNKo53qPe69.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0471__LJ010-0315__X__fake_bg_0351_O1lmHMtYkf2ZR3xoCNAc.wav,0471__LJ010-0315__X__fake_bg_0351_O1lmHMtYkf2ZR3xoCNAc.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0472__LJ040-0121__X__fake_bg_0306_PtKchweIaDbNiFgy5lEG.wav,0472__LJ040-0121__X__fake_bg_0306_PtKchweIaDbNiFgy5lEG.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0473__LJ007-0231__X__fake_bg_0455_3LjuP9H7W1TGAkXzKyJI.wav,0473__LJ007-0231__X__fake_bg_0455_3LjuP9H7W1TGAkXzKyJI.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0474__LJ005-0234__X__fake_bg_0926_zSHr4hOXFIeo2KDUJBiv.wav,0474__LJ005-0234__X__fake_bg_0926_zSHr4hOXFIeo2KDUJBiv.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0475__LJ009-0149__X__fake_bg_0187_3xuCkryOsWKb5gnY2jSe.wav,0475__LJ009-0149__X__fake_bg_0187_3xuCkryOsWKb5gnY2jSe.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0476__LJ001-0175__X__fake_bg_0595_lBREfVuQ1JeIC0hLXnvp.wav,0476__LJ001-0175__X__fake_bg_0595_lBREfVuQ1JeIC0hLXnvp.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0477__LJ018-0146__X__fake_bg_0776_w4bHMx0lGTJcqYsQID8k.wav,0477__LJ018-0146__X__fake_bg_0776_w4bHMx0lGTJcqYsQID8k.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0478__LJ018-0187__X__fake_bg_0718_uIwhXyVRKcDrba8jl5kn.wav,0478__LJ018-0187__X__fake_bg_0718_uIwhXyVRKcDrba8jl5kn.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0479__LJ029-0077__X__fake_bg_0818_1pDgcUTwj0PBWQd75kCR.wav,0479__LJ029-0077__X__fake_bg_0818_1pDgcUTwj0PBWQd75kCR.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0480__LJ001-0035__X__fake_bg_0774_lW9GqHPrgeNkBpTfwbY2.wav,0480__LJ001-0035__X__fake_bg_0774_lW9GqHPrgeNkBpTfwbY2.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0481__LJ031-0175__X__fake_bg_0805_6dLvFBWSDms1fHIOK0YT.wav,0481__LJ031-0175__X__fake_bg_0805_6dLvFBWSDms1fHIOK0YT.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0482__LJ017-0283__X__fake_bg_0995_SW2Ume8nyLX4rPtZhCj7.wav,0482__LJ017-0283__X__fake_bg_0995_SW2Ume8nyLX4rPtZhCj7.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0483__LJ031-0060__X__fake_bg_0024_7JQBKS3nduA4XRI01iGw.wav,0483__LJ031-0060__X__fake_bg_0024_7JQBKS3nduA4XRI01iGw.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0484__LJ044-0052__X__fake_bg_0771_WPTcrRF6eSIqXEN8HbCx.wav,0484__LJ044-0052__X__fake_bg_0771_WPTcrRF6eSIqXEN8HbCx.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0485__LJ019-0289__X__fake_bg_0232_kW6iYhuyElCeVdXg7Ts0.wav,0485__LJ019-0289__X__fake_bg_0232_kW6iYhuyElCeVdXg7Ts0.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0486__LJ002-0080__X__fake_bg_0446_9Qu8YjatgvZUp36iJEAe.wav,0486__LJ002-0080__X__fake_bg_0446_9Qu8YjatgvZUp36iJEAe.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0487__LJ019-0386__X__fake_bg_0733_txqT20B34K5kreYC1sOw.wav,0487__LJ019-0386__X__fake_bg_0733_txqT20B34K5kreYC1sOw.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0488__LJ014-0168__X__fake_bg_0612_DhCdTz15us7n68aVq9HJ.wav,0488__LJ014-0168__X__fake_bg_0612_DhCdTz15us7n68aVq9HJ.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0489__LJ001-0176__X__fake_bg_0416_bztF6Hkg5O7lYSoAy39w.wav,0489__LJ001-0176__X__fake_bg_0416_bztF6Hkg5O7lYSoAy39w.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0490__LJ022-0197__X__fake_bg_0263_73MslpSDU0WR9aKN1uYX.wav,0490__LJ022-0197__X__fake_bg_0263_73MslpSDU0WR9aKN1uYX.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0491__LJ017-0026__X__fake_bg_0101_ePZtamyw6U8nRbxsBpui.wav,0491__LJ017-0026__X__fake_bg_0101_ePZtamyw6U8nRbxsBpui.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0492__LJ012-0210__X__fake_bg_0132_m5bnLtX4YH8cJi07TOAM.wav,0492__LJ012-0210__X__fake_bg_0132_m5bnLtX4YH8cJi07TOAM.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0493__LJ018-0209__X__fake_bg_0742_7dx5VeTzXuKUO0Lam1R2.wav,0493__LJ018-0209__X__fake_bg_0742_7dx5VeTzXuKUO0Lam1R2.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0494__LJ041-0087__X__fake_bg_0362_7r4Q5pbiVJDId0UgR8hm.wav,0494__LJ041-0087__X__fake_bg_0362_7r4Q5pbiVJDId0UgR8hm.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0495__LJ005-0237__X__fake_bg_0668_jpAaZFcPD4nwJdG7Erqy.wav,0495__LJ005-0237__X__fake_bg_0668_jpAaZFcPD4nwJdG7Erqy.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0496__LJ025-0133__X__fake_bg_0960_NVFbHKZ30uOrQv1jdyLc.wav,0496__LJ025-0133__X__fake_bg_0960_NVFbHKZ30uOrQv1jdyLc.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0497__LJ004-0011__X__fake_bg_0998_ywKLfk5UopuHjqA4sr3C.wav,0497__LJ004-0011__X__fake_bg_0998_ywKLfk5UopuHjqA4sr3C.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0498__LJ007-0220__X__fake_bg_0797_nus93D0jKC1ORF6YMiet.wav,0498__LJ007-0220__X__fake_bg_0797_nus93D0jKC1ORF6YMiet.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0499__LJ015-0229__X__fake_bg_0076_BHO93YzLNCPqxlAWvphs.wav,0499__LJ015-0229__X__fake_bg_0076_BHO93YzLNCPqxlAWvphs.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0500__LJ030-0157__X__fake_bg_0040_SQxDKnA0i1HqJdCUk4yB.wav,0500__LJ030-0157__X__fake_bg_0040_SQxDKnA0i1HqJdCUk4yB.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0501__LJ038-0009__X__fake_bg_0845_s9vJLgkylUa0cGzEOStD.wav,0501__LJ038-0009__X__fake_bg_0845_s9vJLgkylUa0cGzEOStD.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0502__LJ003-0219__X__fake_bg_0556_ytoxwHvedaIls8j5YZKS.wav,0502__LJ003-0219__X__fake_bg_0556_ytoxwHvedaIls8j5YZKS.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0503__LJ017-0014__X__fake_bg_0196_cgYZo3JkfIu9qeBjaWA1.wav,0503__LJ017-0014__X__fake_bg_0196_cgYZo3JkfIu9qeBjaWA1.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0504__LJ014-0224__X__fake_bg_0756_tKZOMzhL5Wc6HNyQaDeV.wav,0504__LJ014-0224__X__fake_bg_0756_tKZOMzhL5Wc6HNyQaDeV.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0505__LJ047-0212__X__fake_bg_0272_Uy9OelqkE8KIBiX41cWx.wav,0505__LJ047-0212__X__fake_bg_0272_Uy9OelqkE8KIBiX41cWx.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0506__LJ020-0059__X__fake_bg_0593_26WTuA3aye4XpDcdHioN.wav,0506__LJ020-0059__X__fake_bg_0593_26WTuA3aye4XpDcdHioN.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0507__LJ021-0053__X__fake_bg_0869_C9HfFnWJNIMwObTDSXzZ.wav,0507__LJ021-0053__X__fake_bg_0869_C9HfFnWJNIMwObTDSXzZ.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0508__LJ007-0237__X__fake_bg_0091_l4ML6HIDre1mNOuqUEVX.wav,0508__LJ007-0237__X__fake_bg_0091_l4ML6HIDre1mNOuqUEVX.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0509__LJ044-0006__X__fake_bg_0965_STBIAwhm52YCi0zvgOKc.wav,0509__LJ044-0006__X__fake_bg_0965_STBIAwhm52YCi0zvgOKc.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0510__LJ019-0259__X__fake_bg_0847_0c6IMzlFkBXQEP7rWjwK.wav,0510__LJ019-0259__X__fake_bg_0847_0c6IMzlFkBXQEP7rWjwK.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0511__LJ034-0037__X__fake_bg_0373_l0MPk4jSymwOotnGHqxI.wav,0511__LJ034-0037__X__fake_bg_0373_l0MPk4jSymwOotnGHqxI.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0512__LJ026-0119__X__fake_bg_0343_PjkA4im1B0zpvCr6MEqN.wav,0512__LJ026-0119__X__fake_bg_0343_PjkA4im1B0zpvCr6MEqN.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0513__LJ022-0077__X__fake_bg_0731_1LbpgSmUfZYJlwGXNT0Q.wav,0513__LJ022-0077__X__fake_bg_0731_1LbpgSmUfZYJlwGXNT0Q.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0514__LJ038-0281__X__fake_bg_0690_1spxImDhiTJFMaYQrGL5.wav,0514__LJ038-0281__X__fake_bg_0690_1spxImDhiTJFMaYQrGL5.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0515__LJ040-0232__X__fake_bg_0894_4nXN6MAqOo2KJWFba8cs.wav,0515__LJ040-0232__X__fake_bg_0894_4nXN6MAqOo2KJWFba8cs.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0516__LJ040-0188__X__fake_bg_0461_04oDri36fkVgy8AYcsLX.wav,0516__LJ040-0188__X__fake_bg_0461_04oDri36fkVgy8AYcsLX.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0517__LJ008-0302__X__fake_bg_0700_OfnDSmVFdt9Pg2W8o4kY.wav,0517__LJ008-0302__X__fake_bg_0700_OfnDSmVFdt9Pg2W8o4kY.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0518__LJ014-0027__X__fake_bg_0803_kMlJHq3wZODNKujc5WSg.wav,0518__LJ014-0027__X__fake_bg_0803_kMlJHq3wZODNKujc5WSg.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0519__LJ016-0068__X__fake_bg_0551_a5XHOt1LjJBxu7fIVTid.wav,0519__LJ016-0068__X__fake_bg_0551_a5XHOt1LjJBxu7fIVTid.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0520__LJ005-0208__X__fake_bg_0310_TVa5CsNyrhk6lSzKM2Ec.wav,0520__LJ005-0208__X__fake_bg_0310_TVa5CsNyrhk6lSzKM2Ec.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0521__LJ029-0023__X__fake_bg_0626_uwq3RO9bNFrEn1H6siL5.wav,0521__LJ029-0023__X__fake_bg_0626_uwq3RO9bNFrEn1H6siL5.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0522__LJ044-0047__X__fake_bg_0432_1KXVwUOvJyf5mnceRIh4.wav,0522__LJ044-0047__X__fake_bg_0432_1KXVwUOvJyf5mnceRIh4.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0523__LJ050-0260__X__fake_bg_0411_0e9y2q7SAFVgktQsirzm.wav,0523__LJ050-0260__X__fake_bg_0411_0e9y2q7SAFVgktQsirzm.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0524__LJ045-0112__X__fake_bg_0497_hmcUgGXJ2k7sTfYi5wSn.wav,0524__LJ045-0112__X__fake_bg_0497_hmcUgGXJ2k7sTfYi5wSn.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0525__LJ035-0188__X__fake_bg_0011_KQnf2XGhZ1qypDmbOw9r.wav,0525__LJ035-0188__X__fake_bg_0011_KQnf2XGhZ1qypDmbOw9r.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0526__LJ034-0004__X__fake_bg_0870_FqRQGp9i8Nh6v1deVLBz.wav,0526__LJ034-0004__X__fake_bg_0870_FqRQGp9i8Nh6v1deVLBz.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0527__LJ009-0105__X__fake_bg_0553_SlhKczgoRyXquOHjNpPr.wav,0527__LJ009-0105__X__fake_bg_0553_SlhKczgoRyXquOHjNpPr.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0528__LJ046-0112__X__fake_bg_0763_5gaRb1fAvGL7xpZu6sEX.wav,0528__LJ046-0112__X__fake_bg_0763_5gaRb1fAvGL7xpZu6sEX.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0529__LJ043-0048__X__fake_bg_0586_k4YblhS26zMBJ1TgE0Vf.wav,0529__LJ043-0048__X__fake_bg_0586_k4YblhS26zMBJ1TgE0Vf.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0530__LJ015-0093__X__fake_bg_0326_UIMSXdz9jArFhZm834lL.wav,0530__LJ015-0093__X__fake_bg_0326_UIMSXdz9jArFhZm834lL.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0531__LJ014-0028__X__fake_bg_0164_TdgiIMsQxtU8PoYB0N5h.wav,0531__LJ014-0028__X__fake_bg_0164_TdgiIMsQxtU8PoYB0N5h.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0532__LJ034-0016__X__fake_bg_0012_P4mLCsWr2Bc5a6Sdu0EX.wav,0532__LJ034-0016__X__fake_bg_0012_P4mLCsWr2Bc5a6Sdu0EX.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0533__LJ028-0253__X__fake_bg_0414_9t625q1jrQU4F0VlYbkA.wav,0533__LJ028-0253__X__fake_bg_0414_9t625q1jrQU4F0VlYbkA.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0534__LJ025-0088__X__fake_bg_0103_uGE8AmketMKJ2Ud9Z5PO.wav,0534__LJ025-0088__X__fake_bg_0103_uGE8AmketMKJ2Ud9Z5PO.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0535__LJ003-0201__X__fake_bg_0872_flzUcWDYT8iyhJr41HPe.wav,0535__LJ003-0201__X__fake_bg_0872_flzUcWDYT8iyhJr41HPe.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0536__LJ029-0029__X__fake_bg_0850_eYV0HomrinMw8K5tdZW7.wav,0536__LJ029-0029__X__fake_bg_0850_eYV0HomrinMw8K5tdZW7.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0537__LJ022-0138__X__fake_bg_0476_s2AC9LxP5nBhJo7j1qlI.wav,0537__LJ022-0138__X__fake_bg_0476_s2AC9LxP5nBhJo7j1qlI.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0538__LJ014-0159__X__fake_bg_0108_WvsPBgq1E4hRnO6wMiKU.wav,0538__LJ014-0159__X__fake_bg_0108_WvsPBgq1E4hRnO6wMiKU.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0539__LJ050-0016__X__fake_bg_0699_srQW68vubSnoJDjkLEyO.wav,0539__LJ050-0016__X__fake_bg_0699_srQW68vubSnoJDjkLEyO.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0540__LJ005-0199__X__fake_bg_0565_o8YP3EC7hI1RjQ5NBcUi.wav,0540__LJ005-0199__X__fake_bg_0565_o8YP3EC7hI1RjQ5NBcUi.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0541__LJ046-0001__X__fake_bg_0637_I9J0SYxuwBKsX2La4vt7.wav,0541__LJ046-0001__X__fake_bg_0637_I9J0SYxuwBKsX2La4vt7.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0542__LJ038-0222__X__fake_bg_0909_d5cODoZrv7Se1iNGtKQ2.wav,0542__LJ038-0222__X__fake_bg_0909_d5cODoZrv7Se1iNGtKQ2.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0543__LJ009-0092__X__fake_bg_0682_mkiFn37CtScEuxONUo2b.wav,0543__LJ009-0092__X__fake_bg_0682_mkiFn37CtScEuxONUo2b.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0544__LJ048-0111__X__fake_bg_0702_hCSq9Wj6nO3o15ZIiTPY.wav,0544__LJ048-0111__X__fake_bg_0702_hCSq9Wj6nO3o15ZIiTPY.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0545__LJ038-0040__X__fake_bg_0035_jl096EJv57oXuZzsPimM.wav,0545__LJ038-0040__X__fake_bg_0035_jl096EJv57oXuZzsPimM.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0546__LJ042-0205__X__fake_bg_0492_6N5vBSWtYCnTdqaelLDI.wav,0546__LJ042-0205__X__fake_bg_0492_6N5vBSWtYCnTdqaelLDI.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0547__LJ028-0429__X__fake_bg_0587_culS8M2x6ho0YXzeNrfv.wav,0547__LJ028-0429__X__fake_bg_0587_culS8M2x6ho0YXzeNrfv.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0548__LJ016-0373__X__fake_bg_0796_fu76FitZ3TbGHDMcCS4X.wav,0548__LJ016-0373__X__fake_bg_0796_fu76FitZ3TbGHDMcCS4X.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0549__LJ001-0120__X__fake_bg_0291_G0ts1ER2LxNPnHuJAMqT.wav,0549__LJ001-0120__X__fake_bg_0291_G0ts1ER2LxNPnHuJAMqT.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0550__LJ008-0081__X__fake_bg_0154_nAMCpzKIjSdWZe2NXH5b.wav,0550__LJ008-0081__X__fake_bg_0154_nAMCpzKIjSdWZe2NXH5b.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0551__LJ004-0236__X__fake_bg_0975_FNdBliR47gafQWJEheb6.wav,0551__LJ004-0236__X__fake_bg_0975_FNdBliR47gafQWJEheb6.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0552__LJ024-0088__X__fake_bg_0184_FTCLalXuwMftG2BoIVJz.wav,0552__LJ024-0088__X__fake_bg_0184_FTCLalXuwMftG2BoIVJz.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0553__LJ009-0136__X__fake_bg_0393_kL2A6tVO9wIho7XSnsTy.wav,0553__LJ009-0136__X__fake_bg_0393_kL2A6tVO9wIho7XSnsTy.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0554__LJ007-0152__X__fake_bg_0347_unANsR5M6cjXmGfbTd1r.wav,0554__LJ007-0152__X__fake_bg_0347_unANsR5M6cjXmGfbTd1r.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0555__LJ021-0149__X__fake_bg_0095_Urk5du6yFEotTzHLXbfR.wav,0555__LJ021-0149__X__fake_bg_0095_Urk5du6yFEotTzHLXbfR.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0556__LJ014-0084__X__fake_bg_0659_0WjUROK4dAFpP6v7hSJa.wav,0556__LJ014-0084__X__fake_bg_0659_0WjUROK4dAFpP6v7hSJa.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0557__LJ019-0123__X__fake_bg_0971_oa5yngPVtSMDQXvWlrTz.wav,0557__LJ019-0123__X__fake_bg_0971_oa5yngPVtSMDQXvWlrTz.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0558__LJ019-0377__X__fake_bg_0216_QqT5ZuLP3bfxiO8eDKvH.wav,0558__LJ019-0377__X__fake_bg_0216_QqT5ZuLP3bfxiO8eDKvH.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0559__LJ029-0004__X__fake_bg_0936_09lBwpoubQt2qsfz4TSV.wav,0559__LJ029-0004__X__fake_bg_0936_09lBwpoubQt2qsfz4TSV.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0560__LJ048-0035__X__fake_bg_0812_aij2pVIWuEw3bqPnCkBv.wav,0560__LJ048-0035__X__fake_bg_0812_aij2pVIWuEw3bqPnCkBv.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0561__LJ016-0227__X__fake_bg_0511_h7kF8fYeupiZWBc0CzEG.wav,0561__LJ016-0227__X__fake_bg_0511_h7kF8fYeupiZWBc0CzEG.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
real_voice_fake_bg_wf_2s\bg_dominant\0562__LJ004-0076__X__fake_bg_0141_iDuCTf7PAJcqsWBbOQlz.wav,0562__LJ004-0076__X__fake_bg_0141_iDuCTf7PAJcqsWBbOQlz.wav,real_voice_fake_bg_wf_2s,bg_dominant,16000,2.0,Valid
